Country Name,Country Code,Series Name,Series Code,1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,762.940758610671,754.833281487253,787.098225997814,905.949638742528,1102.34753683716,1292.20143028475,1187.35157081301,1180.84070938567,1101.15920524004,1103.09124580934,1041.83252376652,1068.67359313573,1441.71452837406,1839.79109567643,2073.59238786965,2103.48802694332,2539.92846467082,2705.26648158805,3013.23706337167,3013.83313790492,3240.38624662702,3648.01649622256,3951.94494649336,3695.73668844327,3641.62142564086,3745.69625069831,3981.98343249582,3908.55694927435,4073.06053055903,4858.26575549747,5460.60800184198,5354.02974260642,5695.97525509869,6574.6635764099,8030.05228087539,7318.12640972422,8000.37643182154,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674,9011.04288445023,9068.97292976686,10239.7970461095,11416.858992993
Mexico,MEX,"Population, total",SP.POP.TOTL,56945880,58691882,60452543,62262505,64123997,65972912,67705186,69233769,70656783,72080310,73489654,74872006,76224365,77553504,78892015,80233749,81720428,83351595,84993164,86648447,88314424,89969572,91586555,93183094,94767284,96334810,97873442,99394288,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311,125998302,126705138,127504125,128455567
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,1264.35836973632,1499.35556675453,1470.1767593974,1315.59144277125,1600.7824699249,2039.19907156631,3036.35611407954,3810.24797105143,2612.66652360209,2166.56948940694,2506.89374732113,2607.66446516842,1765.26278274659,1902.46153428333,2302.02195363862,2759.47591912687,3196.92006131977,3756.85259707081,4272.78872597018,6118.52586329108,6268.71832284995,4225.40044835213,4718.57408573156,5617.43024399101,5882.4214338638,6552.6610754969,7581.84564147003,8009.15833972447,8032.99212058539,7473.93237356934,7883.5231908285,8702.11448264527,9545.28672703153,10178.4422388105,10589.9518729134,8495.65308003777,9823.16407459477,10766.6099402311,10842.7330894856,11317.4910604809,11490.0216914226,10098.173182095,9152.73722379028,9693.33009082487,10130.3206976172,10434.5676193955,8895.61521605941,10363.1927221972,11476.6788057764,13926.1136190914
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,65552,67121,68602,70144,71983,74114,76299,78531,80816,83153,85543,87966,90397,92845,94987,96796,98603,100427,102893,106030,108844,110328,110785,111133,111406,111539,111709,111948,111992,111805,111438,110940,110301,109532,108704,107868,107588,107887,108232,108609,109024,109462,109925,110430,110929,111379,112106,113131,114164,115224
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,703.18487518665,687.105140067499,682.38816046351,674.406359656773,745.409808982677,813.21718344871,841.251448295907,973.787796052065,990.592282250458,1011.51314975018,989.866121682181,1158.76521811235,1241.30225560583,1256.9335990091,1312.81122679946,1396.75193189801,1492.85518696186,1654.93343423581,1730.92435831398,1871.16853720645,1860.46084304142,2008.33242694511,1972.60188653699,1859.27042372653,1964.64373552591,1973.66392024314,2088.20954444136,2152.5252795941,2165.48682048718,2195.18715620947,2155.78169026723,2256.01135749054,2298.63645841833,2344.40346200197,2420.7490064763,2598.40360440538,2760.0113395546,2885.44124871393,3023.58544607879,2920.70086272777,2928.44878191958,2891.32210264749,2956.56129178986,3250.9281898035,3533.79188489935,3537.47115704038,3318.28804881095,3447.33097029108,3766.51133457132,3992.22384225509
Moldova,MDA,"Population, total",SP.POP.TOTL,2563389,2590711,2618032,2643746,2668657,2692764,2716068,2740175,2765889,2792407,2819728,2847050,2875175,2904907,2931424,2952317,2965978,2973210,2975621,2974817,2967585,2953200,2947293,2936413,2935227,2930622,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2538894,2486891
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1204.0716417991,1037.03853186735,779.815476615943,797.262952031234,573.629013356879,593.586592988924,575.145455139019,657.29213459795,578.734627562193,399.499818596336,440.538683980372,507.404076252819,570.799866188293,682.319095965299,897.178494749468,1034.39197746993,1183.02481442894,1531.21618590748,2110.55305353857,1898.43975710988,2436.79935102421,2941.36224066021,3044.8084324815,3321.04397795719,3289.95758568777,2749.55137054338,2847.08794770479,3453.26727720294,4156.44981956646,4405.33418162155,4375.7788930524,5274.60582195352,5715.28022054154,6650.64795654292
Monaco,MCO,"Population, total",SP.POP.TOTL,25262,25524,25898,26242,26553,26834,27076,27284,27573,27985,28407,28807,29171,29500,29802,30078,30329,30564,30794,31024,31253,31482,31719,31968,32209,32394,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034,36922,36686,36469,36297
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,22324.0144926781,27894.4899660584,28393.0899941075,30911.9500123572,37681.4378048464,45087.2082988368,50900.2631153738,44171.9926671905,41461.4462179652,39040.9278013074,36516.68970152,37590.4296640199,51943.1882168477,62341.7445178561,67133.2375315541,66829.0389378484,81813.0197866691,81158.9073855653,88882.5495455094,82983.9593776937,87042.2722470235,99431.738622339,98927.6772446189,88844.9446436765,91110.977294728,89742.5029689929,81763.8276688413,82410.4004966217,90151.5464032213,111309.869748198,125435.894305312,130818.981946144,143289.072903488,184639.750063228,204097.113958028,168957.10787757,161780.745361248,179369.268180394,165497.097810044,185055.517569114,195772.724261668,170338.680381498,174412.494536127,173611.687859934,193968.090133158,199382.838585354,182537.387370109,235132.784182144,240862.18244774,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,1443130,1485691,1529084,1572516,1615868,1657448,1697780,1739221,1781797,1825773,1871652,1919744,1969912,2021502,2073771,2120825,2161433,2200077,2236494,2270311,2301510,2330334,2357033,2381771,2405148,2428488,2450979,2472601,2494617,2516454,2537949,2559255,2581242,2605643,2633887,2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030,3163991,3232430,3294335,3347782,3398366,3447157
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,1328.23781451581,1432.48750184972,1492.92197514879,1121.32736213783,1138.95679580194,1470.20723091522,1494.24121272203,1545.23405268309,1686.5921516391,1184.76291423329,1081.33411981298,589.14169403082,338.456552496364,402.265074762866,623.157455213889,570.937900470138,495.821891709157,467.51393462996,435.418494422327,463.853881903101,512.819469988285,559.827709012681,633.946559636492,784.912071951003,986.018040837747,1322.64067515404,1625.31847375123,2134.94983195668,1718.91402182752,2660.28817507398,3793.74365523458,4402.30452266711,4422.30087600131,4211.93943552954,3919.35121343969,3690.75677759847,3708.24822134669,4165.02282101895,4394.94715044543,4041.17414564367,4566.14013029182,5045.50472602069,5764.80281276063
Montenegro,MNE,"Population, total",SP.POP.TOTL,538902,546487,552562,557576,562065,566888,572608,579445,587001,594506,600884,605398,607711,608144,607413,606571,606372,607105,608516,610170,611389,611712,611003,609520,607662,606001,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028,621306,619211,617213,616177
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1405.81632669854,1367.90257335097,1627.06511911987,1909.59870186179,2106.6350684523,2789.15906483509,3380.16512135859,3674.6179242797,4425.67887307803,5976.39414454596,7367.75190910882,6727.10776676969,6688.40259641346,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126,7677.37132106817,9465.96153027794,10093.4387007266,12016.907421906
Morocco,MAR,"Population, total",SP.POP.TOTL,16902383,17325325,17756516,18206472,18679859,19167661,19678444,20208260,20746765,21287381,21817271,22335077,22824446,23279935,23720590,24148104,24570814,24988083,25400676,25806777,26201551,26599048,26999093,27397118,27791825,28176997,28554415,28930097,29301817,29661270,30033125,30431902,30833022,31232633,31634992,32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115,35927511,36304408,36688772,37076584,37457971,37840044
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,452.060333251953,516.602722167969,537.80859375,604.343505859375,705.193237304688,825.642761230469,1097.66479492188,874.786926269531,847.325866699219,758.467590332031,675.016479492188,666.7158203125,846.905883789063,928.498107910156,1076.0927734375,1081.96533203125,1219.42443847656,1282.57958984375,1317.32995605469,1217.42907714844,1348.5390625,1455.95031738281,1585.72277832031,1416.900390625,1658.47180175781,1627.13513183594,1492.37707519531,1500.36340332031,1590.4873046875,1936.09020996094,2177.798828125,2237.576171875,2433.21264648438,2751.42358398438,3180.17065429688,3118.1416015625,3067.85180664063,3302.453125,3164.00463867188,3377.6435546875,3430.53442382813,3139.22827148438,3132.9521484375,3288.50268554688,3492.67260742188,3498.58276367188,3258.26904296875,3767.52490234375,3441.99145507813,3672.1123046875
Mozambique,MOZ,"Population, total",SP.POP.TOTL,9404221,9703732,10019210,10363575,10741128,11127844,11413587,11640015,11901827,12163328,12426223,12680065,12909797,12964793,12956772,13087604,13303459,13561175,13816881,14206254,14912873,15594830,16079553,16521724,16923195,17337893,17768505,18220716,18694946,19186754,19694411,20211114,20735982,21280513,21845571,22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441,29423878,30285595,31178239,32077072,32969518,33897354
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,284.25681657973,202.556315798157,202.950186405685,198.359375173423,196.324434042524,250.637945878881,294.985182837469,328.018329206652,362.513466383985,333.775138348215,310.095062515845,318.308992526757,343.128747081482,403.020713102699,438.793472737165,458.615152006485,508.044895625424,591.439837606183,546.600732462517,494.584022000439,615.278659781153,681.49212857369,681.065114197441,690.443218144276,603.838513777915,435.760991009624,464.294721264472,510.380006416774,512.215756850012,456.581918375225,504.037758654687,558.298592504349,608.442707550256
Myanmar,MMR,"Population, total",SP.POP.TOTL,29751936,30344276,30941375,31554598,32185601,32821779,33465781,34110098,34742586,35424262,36159838,36881020,37572340,38233171,38868270,39489419,40099553,40680533,41237813,41788302,42337109,42880186,43423369,43972046,44516185,45041636,45538332,46014826,46480230,46924293,47338446,47724471,48088274,48445647,48729486,49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341,52666014,53040212,53423198,53798084,54179306,54577997
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,41.1936177218213,34.9689461588181,38.9349164064595,27.6847111767959,29.0629581517499,29.0132062444995,31.0234853643136,32.5710223784719,42.6325624647554,39.0007734035871,36.0638577263914,40.0994379566497,42.1286976089507,40.8662958313577,39.649007075811,50.9870309494742,52.748555907732,50.8801762007545,58.4791508890668,75.6915185172246,104.689651191091,123.347761190542,141.019843872853,107.392967242435,145.103665988054,188.421948103417,195.550995666386,140.776163930913,145.817533865002,223.063775892621,223.229846970577,251.170356995896,301.58191391586,416.600432244227,653.866000185961,752.944035899187,1003.03345506033,1204.49647224228,1193.54764908799,1189.96476478036,1283.1064921138,1157.78396112581,1219.80143924907,1263.24605485191,1288.50677762545,1415.24898557512,1478.87278562378,1233.22776997352,1149.01896107058,1187.56706423461
Namibia,NAM,"Population, total",SP.POP.TOTL,850091,876572,901840,926109,942023,957334,975994,987394,1005520,1033085,1061995,1093311,1127989,1165430,1207949,1288070,1369011,1415617,1461687,1509834,1558449,1605370,1650066,1693242,1735953,1778277,1819141,1856402,1888525,1915425,1939406,1962865,1986558,2011492,2038552,2067919,2099271,2132340,2167470,2204510,2243001,2282704,2323352,2364534,2405680,2446644,2489098,2530151,2567012,2604172
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,2481.56273295987,2278.63302572555,2107.07917121218,2223.82542341675,1837.35331881021,1470.97884353014,1603.78206450072,1973.57903693752,2065.56298853697,1968.16616921745,2037.91047214122,2117.00571657704,2346.27639118539,2153.34191251842,2352.66186421828,2478.25373983049,2417.57796146801,2453.86657666413,2231.11447461817,2175.44945494523,2156.09024524858,1916.2558622279,1773.43155446127,2571.98239738661,3407.85064848415,3692.75260281301,4027.96170615871,4394.51734135638,4222.32618912577,4322.62926597991,5445.42006302741,5873.05938103204,6017.17836541483,5463.03136620996,5544.10406844675,4965.67276506551,4614.89207493896,5453.57062341501,5687.38104280011,5126.17614281673,4252.04172014353,4901.87588947838,4895.68066089139,4742.78382677745
Nauru,NRU,"Population, total",SP.POP.TOTL,7096,7199,7306,7441,7541,7586,7635,7691,7672,7832,8125,8313,8527,8759,9022,9306,9598,9902,10129,10226,10274,10316,10345,10363,10377,10383,10377,10363,10351,10344,10335,10318,10294,10267,10243,10233,10241,10283,10444,10694,10940,11185,11437,11682,11924,12132,12315,12511,12668,12780
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,5072.50722143776,5571.15927236448,5514.29327959877,5435.38525003696,5536.95091901518,5857.0168434836,6148.93572294206,6720.79522417263,6892.30222225836,6184.7667361266,5829.32075504229,4998.04410059683,4683.87367192424,4580.25001411729,5091.0146236145,5774.42360452626,5789.99535998409,5305.37149632682,5048.19065311804,4257.97851083775,3868.26077883832,3874.53528205758,3620.95710139783,3602.38418200659,2858.673116109,2632.05360763712,2595.25685100705,2182.11787502725,2030.47276670894,2395.41372589559,2959.60965639414,2914.38903520579,2836.63875937815,2217.49022976194,3671.02067076903,4317.03757932603,4644.35549364565,6328.10267224703,9675.95968504209,8825.97858075408,9063.00223035953,7587.25441038889,8528.63015087044,9361.03739658919,10985.8743965037,10316.5278229326,10124.7006220945,14018.8858357941,12142.769929785,12060.0781059109
Nepal,NPL,"Population, total",SP.POP.TOTL,13626301,13925541,14230738,14550430,14888770,15238564,15600442,15969792,16347124,16740664,17141610,17540571,17936926,18326204,18720745,19145077,19616530,20130779,20702133,21267359,21794751,22305571,22783969,23249417,23703328,24143157,24559500,24956071,25332178,25682908,26003965,26285110,26518971,26713655,26881544,27026941,27161567,27266399,27330694,27381555,27462106,27610325,27861186,28183426,28506712,28832496,29348627,30034989,30547580,30896590
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,89.3825512129841,113.158207244471,102.088098653959,95.0075014965194,107.743117628888,121.484544628571,124.734708371297,142.492984045545,146.534873155524,146.181465883188,150.581385750644,149.363094024451,158.933701574231,161.36759033912,186.264475497977,184.132233398012,184.923645491327,194.800016675496,164.29280892417,172.096670144453,186.594263462982,197.30965047569,198.454465131663,211.561946544086,204.876506977866,208.491473758215,223.711891850609,240.705159164552,238.861254119722,246.48583783973,279.724200317908,309.310418632817,341.028140039374,386.529586362442,466.693379122712,475.63597612014,589.165434913038,791.225582105683,794.092564101405,809.384453314378,827.744708369804,882.30766159992,880.224893639824,1027.96547660189,1161.53435152918,1185.68231827815,1139.18989468388,1229.39420401521,1348.15718956035,1324.03198433372
Netherlands,NLD,"Population, total",SP.POP.TOTL,13545056,13666335,13774037,13856185,13941700,14038270,14149800,14247208,14312690,14367070,14424211,14491632,14572278,14665037,14760094,14848907,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874,17441500,17533044,17700982,17879488
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,6440.97842006268,7335.5089973343,7925.6880622655,9166.80819524307,11179.3895620565,12798.5432457441,13791.8622639458,11520.4478716306,11072.6584545573,10680.3590423923,9977.1602168293,9926.1299705666,13783.8501091364,16709.5596773838,17744.5013844684,17397.6916825595,21290.8603827045,21732.2307621923,23904.037415058,23122.4107668645,24646.3143096269,29258.1343486211,29006.8094454171,26700.5371335926,27885.8083823465,28272.6432492539,26214.498549887,26896.5481111196,29343.2449960602,35750.9746630269,40436.6182310407,41994.7135305232,44900.9381441374,51799.2085521047,57879.9437553916,52722.2130568997,50999.7451168879,54230.3129029852,50070.1416045904,52198.8975607454,52900.537415323,45193.4032187971,46039.1059284098,48675.2223350213,53044.5324352253,52476.2732533327,52162.5701150406,58727.8705471475,57025.01245598,62536.7320298151
New Caledonia,NCL,"Population, total",SP.POP.TOTL,131000,132500,134000,136000,137500,138500,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,269460,270220,270810,271170,271240,271080,270390,269215,267940
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,4865.67540833959,6163.41256151125,5957.56359470002,6158.97151881271,6152.7613655134,7561.19656010009,8443.15566739122,6817.83494437526,6208.64701253145,5540.40277850116,5249.36495046867,5534.61245436799,7634.70933439257,9271.60810905143,12665.9059465198,13092.3254858104,14800.7912519469,15133.1569672765,16261.9551893269,15297.045903301,16037.0292949533,18721.0576275536,18257.2150594196,16339.807172353,17324.2505696201,17435.7454558926,16039.169165098,15174.2784558844,16885.8943867434,21817.3151192465,25770.5310511611,26861.698544729,29604.0525466296,36864.8575980884,37353.7374256261,35391.0880349722,37494.8952028518,40697.6528593173,37294.0228471229,38503.2540609118,39675.5664792121,32428.5722348241,32286.9104984753,33876.3290941463,36495.1959423457,34934.5794300065,34877.6356349199,37247.4931167883,35745.8489248912,..
New Zealand,NZL,"Population, total",SP.POP.TOTL,3023700,3083100,3110500,3120200,3121200,3109000,3112900,3124900,3156100,3199300,3227100,3247100,3246300,3274400,3283400,3299200,3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200,5090200,5111300,5117200,5223100
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,4610.57042634013,4171.76973967475,4373.84099791231,4950.58820538927,5936.98526036423,6668.1386662247,7467.16803773805,7813.88754336067,7656.47573238963,7598.31203875006,6713.76013104154,7600.56524172937,9427.55394035348,12330.9168305483,13759.1556295922,13312.3855858113,13663.0216184298,12230.0734548834,11793.1392416214,13094.3454502639,15280.3127842922,17400.4201848172,18794.436039393,17474.187029724,14738.4455703918,15322.2238340267,13641.1027183822,13882.8568268586,16874.1874918196,21913.7081719961,25420.234882944,27751.0654708859,26654.5932018985,32479.9817381467,31252.9625640673,28209.3623271229,33676.7741239925,38388.5280906616,39974.2997334925,42977.388040868,44578.2253868016,38639.3501941427,40070.8956577431,42913.186956185,43228.6976473771,42747.2099299966,41785.6922905898,49624.1816729553,48216.5095836302,48527.828920018
Nicaragua,NIC,"Population, total",SP.POP.TOTL,2769211,2857461,2947454,3038680,3128544,3214311,3303309,3397659,3491906,3584610,3674501,3763034,3852017,3941463,4033291,4129447,4227820,4327289,4427172,4526689,4625260,4721929,4812391,4895962,4974552,5049878,5123222,5192764,5259006,5323062,5386223,5454678,5529811,5607453,5687744,5770639,5855734,5942553,6030607,6119379,6208676,6298598,6389235,6480532,6572233,6663924,6755895,6850540,6948392,7046310
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160.476842531322,239.030677988852,262.658456522864,390.709676108759,404.953771843515,422.513296758525,834.876026396593,875.047013202135,895.209165778801,896.650258103592,931.813524576283,961.608517849011,997.337969617267,1030.62046409577,993.293498076813,999.846235489936,1075.51245505331,1158.88336804158,1223.13187642832,1323.84916260998,1493.90454426773,1438.08682340939,1495.72918990272,1644.79935412236,1746.41858428988,1794.77996471527,1913.52134831663,2025.32477597575,2079.45373495517,2127.28572022576,1981.85912037433,1905.64091736446,1877.10855537062,2064.6646185055,2252.31020571776,2530.29107203624
Niger,NER,"Population, total",SP.POP.TOTL,5196579,5339497,5488658,5644703,5810351,5987151,6173177,6366262,6564445,6766606,6973849,7187618,7408364,7636591,7872252,8116075,8370648,8634640,8907644,9193078,9493324,9813918,10149937,10494201,10854920,11231469,11622665,12031430,12456517,12900790,13366885,13855221,14365168,14897873,15455175,16037915,16647543,17283112,17954407,18653199,19372014,20128124,20921743,21737922,22577058,23443393,24333639,25252722,26207977,27202843
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,197.463968293966,196.40256998183,193.948612081541,228.791141263221,305.380103492569,352.300729629021,406.358787496123,340.999697214598,307.354576964137,266.470304492454,209.531827564494,200.425461174833,257.019903220211,292.408759998769,289.670121429386,268.549405264726,419.603895407619,380.53663788777,380.149069633365,332.062215642227,204.149587142922,234.619604753582,237.014962757542,218.246144723794,243.517549552896,225.953508013329,192.877725789359,203.52648886842,223.352392861667,263.091231815682,281.325360212044,316.365647620285,331.103767973979,384.718345483996,472.178427355585,458.421890235321,471.61268796898,507.602495302453,525.047284914011,548.157848842165,560.754475169279,481.111301105002,497.036120831726,514.543398016347,568.599659746725,549.81612777766,564.841662320132,590.629494755814,588.899048266729,618.28722904313
Nigeria,NGA,"Population, total",SP.POP.TOTL,61157931,62851312,64658315,66589655,68633344,70750307,72951439,75175387,77388067,79351586,81337553,83585251,85804185,88044187,90351467,92744064,95214257,97685360,100182045,102775465,105456121,108187610,110956183,113791181,116690527,119695565,122851984,126152678,129583026,133119801,136756848,140490722,144329764,148294028,152382506,156595758,160952853,165463745,170075932,174726123,179379016,183995785,188666931,193495907,198387623,203304492,208327405,213401323,218541212,223804632
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,406.27014210347,441.978595843748,561.550099917249,541.156246046355,532.217433682282,667.98172189236,880.061983734212,2187.88643570187,1844.84984376437,1223.60392131354,903.449351635753,882.282702701047,638.731695673269,598.290968728108,549.503755599888,474.456900103068,567.517902154176,609.373128300476,519.635847459547,551.892919214456,762.398733247892,1302.55005158505,1673.90614635689,1765.07876843445,1871.75605670825,494.129227253689,563.047086217561,583.085838768235,733.537888694616,786.802214827723,992.74539908679,1250.40691277354,1652.15400173092,1876.41303262801,2227.79034922679,1883.88778309689,2280.11128904338,2504.87910104512,2728.02278831129,2976.75683168398,3200.95279935925,2679.5542234874,2144.78034442697,1941.87947889475,2125.83449073877,2334.02364195898,2074.61374785422,2065.77441035114,2162.6337321033,1621.12351497744
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1749329,1774013,1799332,1825299,1851978,1879354,1907023,1935200,1958275,1974441,1988682,2001504,2012926,2023097,2031932,2039426,2044174,2036686,2018023,1996893,1982458,1983964,1994226,1996869,2007523,2017142,2026350,2034882,2020157,2022725,2016186,2005330,1994287,1982933,1971493,1958782,1946298,1937398,1929821,1922716,1917557,1912430,1906313,1898657,1889051,1876262,1856124,1837114,1831712,1811980
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2299.0443294502,2424.90767364438,1207.54289816124,1343.31528857667,1795.55311637563,2372.54371311275,2327.73078693533,1959.56073782188,1875.81662735988,1915.39281060996,1861.89899780644,1823.02267682636,1989.13537265159,2445.36286400013,2818.5814561242,3120.98401394233,3440.4411057968,4204.11328760452,5026.4202989873,4799.78722768888,4833.36586759968,5416.86672931659,5049.8265386157,5626.26115664893,5925.38592218015,5262.68671928674,5598.48622617967,5955.2973863451,6713.98925398989,6718.85826635458,6659.59651070776,7620.80296977508,7485.6034579418,8146.46797547749
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,14905,15269,15595,15901,16194,16494,17613,19902,22647,25594,28735,32041,35459,38923,42381,45859,48002,48302,48128,47948,47780,48717,53367,60817,68501,76237,80338,79479,77162,74623,71898,69025,66060,63050,60032,57056,54087,52520,52359,52141,51856,51514,51133,50729,50304,49858,49587,49481,49551,49796
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16640.3151810477,16603.4600592311,16829.3972015911,15371.2423035132,14986.3760217984,14877.0816812054,15641.657782516,13933.6791923724,14772.4961635883,13880.4265041889,14247.7893007888,14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25862.7544529262,23687.2718520599,17302.9221368504,..,..,..
Norway,NOR,"Population, total",SP.POP.TOTL,3985258,4007313,4026152,4043205,4058671,4072517,4085620,4099702,4114787,4128432,4140099,4152516,4167354,4186905,4209488,4226901,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896,5379475,5408320,5457127,5519594
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,6811.52733653232,8204.45151152979,8927.20162734477,10266.1206718698,11462.5945916053,13046.5372210653,15772.2409073814,15512.5067043575,15224.8939100982,14927.5174766339,14989.4857665906,15753.5527652129,18883.2333523873,22505.8622623684,24207.281468963,24281.1304051396,28242.981402822,28596.9330036444,30523.9850558974,27963.6979095744,29315.8092337732,34875.7043347536,37321.9741993473,36629.0309036621,34803.4634058738,36393.2927471088,38178.2368777076,38601.897639231,43170.557174499,50250.3298214345,57768.6980958462,67047.1704558264,74434.4996835671,85502.2677087731,97503.5407803783,80347.5700665184,88163.2085931423,101221.813476644,102175.919298374,103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338,68340.0181033702,93072.8925119571,108798.451165901,87961.7806135072
Oman,OMN,"Population, total",SP.POP.TOTL,754676,787194,824081,866124,912750,963351,1017462,1075624,1138301,1204626,1273306,1353289,1443446,1533351,1623433,1713838,1804524,1895187,1985227,2071868,2133675,2172672,2209958,2245588,2279727,2312600,2344253,2374653,2403659,2431600,2468855,2515192,2560649,2605700,2651028,2697537,2881914,3206870,3535579,3816680,4009267,4191776,4398070,4541854,4601157,4602768,4543399,4520471,4576298,4644384
